"player_name","player_url","season_injured","injury","injured_since","injured_until","duration","games_missed","club_missed_games_for","age_at_injury","position"
"Brahim Díaz","https://www.transfermarkt.com/brahim-diaz/profil/spieler/314678","24/25","unknown injury","2025-06-03","2025-06-09","7 days",2,"Morocco",25,"Attack - Right Winger"
"Brahim Díaz","https://www.transfermarkt.com/brahim-diaz/profil/spieler/314678","24/25","Torn muscle fiber in the adductor area","2025-05-14","2025-05-23","10 days",2,"Real Madrid",25,"Attack - Right Winger"
"Brahim Díaz","https://www.transfermarkt.com/brahim-diaz/profil/spieler/314678","24/25","Hamstring injury","2024-09-14","2024-10-25","42 days",11,"Real Madrid, Morocco",25,"Attack - Right Winger"
"Brahim Díaz","https://www.transfermarkt.com/brahim-diaz/profil/spieler/314678","22/23","Knee injury","2023-03-03","2023-03-06","4 days",1,"AC Milan",23,"Attack - Right Winger"
"Brahim Díaz","https://www.transfermarkt.com/brahim-diaz/profil/spieler/314678","22/23","Contracture","2022-10-22","2022-10-25","4 days",2,"AC Milan",23,"Attack - Right Winger"
"Brahim Díaz","https://www.transfermarkt.com/brahim-diaz/profil/spieler/314678","21/22","Corona virus","2021-10-15","2021-10-27","13 days",4,"AC Milan",22,"Attack - Right Winger"
"Brahim Díaz","https://www.transfermarkt.com/brahim-diaz/profil/spieler/314678","20/21","unknown injury","2021-03-31","2021-04-07","8 days",1,"AC Milan",21,"Attack - Right Winger"
"Brahim Díaz","https://www.transfermarkt.com/brahim-diaz/profil/spieler/314678","20/21","Thigh problems","2021-01-27","2021-02-20","25 days",7,"AC Milan, Morocco",21,"Attack - Right Winger"
"Brahim Díaz","https://www.transfermarkt.com/brahim-diaz/profil/spieler/314678","19/20","Hamstring injury","2019-08-20","2019-09-13","25 days",6,"Real Madrid, Morocco",20,"Attack - Right Winger"
"Brahim Díaz","https://www.transfermarkt.com/brahim-diaz/profil/spieler/314678","19/20","Hamstring injury","2019-07-13","2019-08-16","35 days",0,NA,19,"Attack - Right Winger"
"Marc-André ter Stegen","https://www.transfermarkt.com/marc-andre-ter-stegen/profil/spieler/74857","24/25","Patellar tendon rupture","2024-09-23","2025-04-24","214 days",51,"FC Barcelona, Germany",32,"Goalkeeper"
"Marc-André ter Stegen","https://www.transfermarkt.com/marc-andre-ter-stegen/profil/spieler/74857","23/24","Back injury","2023-11-17","2024-02-10","86 days",19,"FC Barcelona, Germany",31,"Goalkeeper"
"Marc-André ter Stegen","https://www.transfermarkt.com/marc-andre-ter-stegen/profil/spieler/74857","22/23","Stomach flu","2022-11-14","2022-11-19","6 days",1,"Germany",30,"Goalkeeper"
"Marc-André ter Stegen","https://www.transfermarkt.com/marc-andre-ter-stegen/profil/spieler/74857","21/22","cold","2022-05-06","2022-05-09","4 days",1,"FC Barcelona",30,"Goalkeeper"
"Marc-André ter Stegen","https://www.transfermarkt.com/marc-andre-ter-stegen/profil/spieler/74857","20/21","Knee surgery","2021-05-17","2021-08-28","104 days",9,"FC Barcelona, Germany",29,"Goalkeeper"
"Marc-André ter Stegen","https://www.transfermarkt.com/marc-andre-ter-stegen/profil/spieler/74857","20/21","Rest","2020-12-01","2020-12-03","3 days",1,"FC Barcelona",28,"Goalkeeper"
"Marc-André ter Stegen","https://www.transfermarkt.com/marc-andre-ter-stegen/profil/spieler/74857","20/21","Knee injury","2020-08-17","2020-11-03","79 days",13,"FC Barcelona, Germany",28,"Goalkeeper"
"Marc-André ter Stegen","https://www.transfermarkt.com/marc-andre-ter-stegen/profil/spieler/74857","19/20","Knee injury","2019-12-30","2020-01-10","12 days",2,"FC Barcelona",27,"Goalkeeper"
"Marc-André ter Stegen","https://www.transfermarkt.com/marc-andre-ter-stegen/profil/spieler/74857","18/19","Knee problems","2019-05-16","2019-06-16","32 days",4,"FC Barcelona, Germany",27,"Goalkeeper"
"Marc-André ter Stegen","https://www.transfermarkt.com/marc-andre-ter-stegen/profil/spieler/74857","18/19","Shoulder injury","2018-11-12","2018-11-20","9 days",2,"Germany",26,"Goalkeeper"
"Marc-André ter Stegen","https://www.transfermarkt.com/marc-andre-ter-stegen/profil/spieler/74857","17/18","Knee problems","2018-03-24","2018-03-29","6 days",1,"Germany",25,"Goalkeeper"
"Marc-André ter Stegen","https://www.transfermarkt.com/marc-andre-ter-stegen/profil/spieler/74857","16/17","Muscle injury","2016-09-08","2016-09-12","5 days",1,"FC Barcelona",24,"Goalkeeper"
"Marc-André ter Stegen","https://www.transfermarkt.com/marc-andre-ter-stegen/profil/spieler/74857","16/17","Knee injury","2016-08-11","2016-08-25","15 days",3,"FC Barcelona",24,"Goalkeeper"
"Marc-André ter Stegen","https://www.transfermarkt.com/marc-andre-ter-stegen/profil/spieler/74857","15/16","Knee problems","2015-11-30","2015-12-03","4 days",1,"FC Barcelona",23,"Goalkeeper"
"Marc-André ter Stegen","https://www.transfermarkt.com/marc-andre-ter-stegen/profil/spieler/74857","15/16","Dental surgery","2015-11-09","2015-11-16","8 days",1,"Germany",23,"Goalkeeper"
"Iñaki Peña","https://www.transfermarkt.com/inaki-pena/profil/spieler/283170","21/22","unknown injury","2022-04-30","2022-05-21","22 days",4,"Galatasaray",23,"Goalkeeper"
"Iñaki Peña","https://www.transfermarkt.com/inaki-pena/profil/spieler/283170","21/22","Corona virus","2022-01-19","2022-01-26","8 days",2,"FC Barcelona B",22,"Goalkeeper"
"Iñaki Peña","https://www.transfermarkt.com/inaki-pena/profil/spieler/283170","18/19","Knee injury","2018-08-17","2018-08-31","15 days",1,"FC Barcelona B",19,"Goalkeeper"
"Iñaki Peña","https://www.transfermarkt.com/inaki-pena/profil/spieler/283170","16/17","Ill","2016-11-21","2016-11-25","5 days",0,NA,17,"Goalkeeper"
"Iñaki Peña","https://www.transfermarkt.com/inaki-pena/profil/spieler/283170","16/17","surgery","2016-06-30","2016-10-29","122 days",5,"Spain U21",17,"Goalkeeper"
"Wojciech Szczesny","https://www.transfermarkt.com/wojciech-szczesny/profil/spieler/44058","23/24","unknown injury","2023-08-26","2023-09-01","7 days",1,"Juventus FC",33,"Goalkeeper"
"Wojciech Szczesny","https://www.transfermarkt.com/wojciech-szczesny/profil/spieler/44058","22/23","Chest injury","2023-04-13","2023-04-15","3 days",1,"Juventus FC",32,"Goalkeeper"
"Wojciech Szczesny","https://www.transfermarkt.com/wojciech-szczesny/profil/spieler/44058","22/23","Ankle sprain","2022-08-31","2022-09-18","19 days",6,"Juventus FC",32,"Goalkeeper"
"Wojciech Szczesny","https://www.transfermarkt.com/wojciech-szczesny/profil/spieler/44058","22/23","Adductor injury","2022-07-30","2022-08-26","28 days",2,"Juventus FC",32,"Goalkeeper"
"Wojciech Szczesny","https://www.transfermarkt.com/wojciech-szczesny/profil/spieler/44058","21/22","Bruised ribs","2021-11-05","2021-11-07","3 days",1,"Juventus FC",31,"Goalkeeper"
"Wojciech Szczesny","https://www.transfermarkt.com/wojciech-szczesny/profil/spieler/44058","19/20","muscular problems","2019-12-14","2019-12-20","7 days",2,"Juventus FC",29,"Goalkeeper"
"Wojciech Szczesny","https://www.transfermarkt.com/wojciech-szczesny/profil/spieler/44058","15/16","Hamstring injury","2016-06-13","2016-08-01","50 days",4,"Poland",26,"Goalkeeper"
"Wojciech Szczesny","https://www.transfermarkt.com/wojciech-szczesny/profil/spieler/44058","15/16","Finger injury","2015-09-17","2015-09-28","12 days",3,"AS Roma",25,"Goalkeeper"
"Iñigo Martínez","https://www.transfermarkt.com/inigo-martinez/profil/spieler/158863","24/25","Sore muscles","2025-04-02","2025-04-07","6 days",2,"FC Barcelona",33,"Defender - Centre-Back"
"Iñigo Martínez","https://www.transfermarkt.com/inigo-martinez/profil/spieler/158863","24/25","Meniscus irritation","2025-03-16","2025-03-25","10 days",1,"FC Barcelona",33,"Defender - Centre-Back"
"Iñigo Martínez","https://www.transfermarkt.com/inigo-martinez/profil/spieler/158863","24/25","Hamstring injury","2025-01-12","2025-01-31","20 days",6,"FC Barcelona",33,"Defender - Centre-Back"
"Iñigo Martínez","https://www.transfermarkt.com/inigo-martinez/profil/spieler/158863","23/24","Muscle injury","2024-01-08","2024-02-02","26 days",7,"FC Barcelona",32,"Defender - Centre-Back"
"Iñigo Martínez","https://www.transfermarkt.com/inigo-martinez/profil/spieler/158863","23/24","Hamstring injury","2023-12-04","2024-01-06","34 days",5,"FC Barcelona",32,"Defender - Centre-Back"
"Iñigo Martínez","https://www.transfermarkt.com/inigo-martinez/profil/spieler/158863","23/24","Foot injury","2023-07-17","2023-08-31","46 days",3,"FC Barcelona",32,"Defender - Centre-Back"
"Iñigo Martínez","https://www.transfermarkt.com/inigo-martinez/profil/spieler/158863","22/23","Calf strain","2023-04-25","2023-06-19","56 days",10,"Athletic Bilbao, Spain",31,"Defender - Centre-Back"
"Iñigo Martínez","https://www.transfermarkt.com/inigo-martinez/profil/spieler/158863","22/23","Heel spur","2023-01-02","2023-02-28","58 days",11,"Athletic Bilbao",31,"Defender - Centre-Back"
"Iñigo Martínez","https://www.transfermarkt.com/inigo-martinez/profil/spieler/158863","22/23","Knee problems","2022-07-31","2022-09-03","35 days",3,"Athletic Bilbao",31,"Defender - Centre-Back"
"Iñigo Martínez","https://www.transfermarkt.com/inigo-martinez/profil/spieler/158863","21/22","muscular problems","2022-03-08","2022-04-20","44 days",7,"Athletic Bilbao, Spain",30,"Defender - Centre-Back"
"Iñigo Martínez","https://www.transfermarkt.com/inigo-martinez/profil/spieler/158863","21/22","Corona virus","2021-12-17","2021-12-29","13 days",2,"Athletic Bilbao",30,"Defender - Centre-Back"
"Iñigo Martínez","https://www.transfermarkt.com/inigo-martinez/profil/spieler/158863","21/22","stomach problems","2021-10-26","2021-10-27","2 days",1,"Athletic Bilbao",30,"Defender - Centre-Back"
"Iñigo Martínez","https://www.transfermarkt.com/inigo-martinez/profil/spieler/158863","20/21","Shoulder injury","2021-05-02","2021-05-07","6 days",1,"Athletic Bilbao",29,"Defender - Centre-Back"
"Iñigo Martínez","https://www.transfermarkt.com/inigo-martinez/profil/spieler/158863","20/21","Shoulder injury","2021-04-20","2021-04-24","5 days",1,"Athletic Bilbao",29,"Defender - Centre-Back"
"Iñigo Martínez","https://www.transfermarkt.com/inigo-martinez/profil/spieler/158863","20/21","Ill","2021-04-20","2021-04-22","3 days",1,"Athletic Bilbao",29,"Defender - Centre-Back"
"Iñigo Martínez","https://www.transfermarkt.com/inigo-martinez/profil/spieler/158863","20/21","strain","2021-01-20","2021-01-29","10 days",3,"Athletic Bilbao",29,"Defender - Centre-Back"
"Iñigo Martínez","https://www.transfermarkt.com/inigo-martinez/profil/spieler/158863","19/20","Muscle injury","2019-08-13","2019-08-23","11 days",1,"Athletic Bilbao",28,"Defender - Centre-Back"
"Iñigo Martínez","https://www.transfermarkt.com/inigo-martinez/profil/spieler/158863","18/19","Muscle injury","2018-09-30","2018-10-04","5 days",0,NA,27,"Defender - Centre-Back"
"Iñigo Martínez","https://www.transfermarkt.com/inigo-martinez/profil/spieler/158863","18/19","Calf injury","2018-07-13","2018-08-31","50 days",2,"Athletic Bilbao",27,"Defender - Centre-Back"
"Iñigo Martínez","https://www.transfermarkt.com/inigo-martinez/profil/spieler/158863","17/18","Muscle injury","2018-01-08","2018-01-26","19 days",2,"Real Sociedad",26,"Defender - Centre-Back"
"Iñigo Martínez","https://www.transfermarkt.com/inigo-martinez/profil/spieler/158863","17/18","Muscle injury","2017-09-11","2017-10-25","45 days",11,"Real Sociedad, Spain",26,"Defender - Centre-Back"
"Iñigo Martínez","https://www.transfermarkt.com/inigo-martinez/profil/spieler/158863","17/18","Torn muscle fiber","2017-08-08","2017-09-08","32 days",4,"Real Sociedad, Spain",26,"Defender - Centre-Back"
"Iñigo Martínez","https://www.transfermarkt.com/inigo-martinez/profil/spieler/158863","16/17","muscular problems","2017-04-27","2017-05-04","8 days",1,"Real Sociedad",25,"Defender - Centre-Back"
"Iñigo Martínez","https://www.transfermarkt.com/inigo-martinez/profil/spieler/158863","16/17","muscular problems","2017-03-16","2017-03-30","15 days",3,"Real Sociedad, Spain",25,"Defender - Centre-Back"
"Iñigo Martínez","https://www.transfermarkt.com/inigo-martinez/profil/spieler/158863","15/16","Knock","2016-04-29","2016-05-29","31 days",4,"Real Sociedad, Spain",24,"Defender - Centre-Back"
"Iñigo Martínez","https://www.transfermarkt.com/inigo-martinez/profil/spieler/158863","15/16","Muscle injury","2016-04-03","2016-04-14","12 days",2,"Real Sociedad",24,"Defender - Centre-Back"
"Iñigo Martínez","https://www.transfermarkt.com/inigo-martinez/profil/spieler/158863","15/16","Hip injury","2015-10-05","2015-10-15","11 days",2,"Spain",24,"Defender - Centre-Back"
"Jules Koundé","https://www.transfermarkt.com/jules-kounde/profil/spieler/411975","24/25","Hamstring injury","2025-04-30","2025-06-09","41 days",7,"FC Barcelona",26,"Defender - Right-Back"
"Jules Koundé","https://www.transfermarkt.com/jules-kounde/profil/spieler/411975","23/24","Knee injury","2023-10-09","2023-10-27","19 days",4,"FC Barcelona, France",24,"Defender - Right-Back"
"Jules Koundé","https://www.transfermarkt.com/jules-kounde/profil/spieler/411975","22/23","muscular problems","2022-10-30","2022-11-14","16 days",3,"FC Barcelona",23,"Defender - Right-Back"
"Jules Koundé","https://www.transfermarkt.com/jules-kounde/profil/spieler/411975","22/23","Achilles tendon problems","2022-09-23","2022-10-15","23 days",5,"FC Barcelona, France",23,"Defender - Right-Back"
"Jules Koundé","https://www.transfermarkt.com/jules-kounde/profil/spieler/411975","20/21","Corona virus","2020-10-15","2020-10-27","13 days",3,"Sevilla FC",21,"Defender - Right-Back"
"Marc Casadó","https://www.transfermarkt.com/marc-casado/profil/spieler/636695","24/25","Ligament injury","2025-03-16","2025-05-10","56 days",14,"FC Barcelona",21,"Midfield - Defensive Midfield"
"Marc Bernal","https://www.transfermarkt.com/marc-bernal/profil/spieler/1018920","24/25","Cruciate ligament tear","2024-08-27","2025-06-30","308 days",58,"FC Barcelona",17,"Midfield - Defensive Midfield"
"Pedri","https://www.transfermarkt.com/pedri/profil/spieler/683840","24/25","Stomach flu","2025-01-25","2025-01-27","3 days",1,"FC Barcelona",22,"Midfield - Central Midfield"
"Pedri","https://www.transfermarkt.com/pedri/profil/spieler/683840","24/25","Inner ligament stretch of the knee","2024-07-06","2024-08-16","42 days",2,"Spain",21,"Midfield - Central Midfield"
"Pedri","https://www.transfermarkt.com/pedri/profil/spieler/683840","23/24","Hamstring injury","2024-03-04","2024-04-07","35 days",6,"FC Barcelona, Spain",21,"Midfield - Central Midfield"
"Pedri","https://www.transfermarkt.com/pedri/profil/spieler/683840","23/24","muscular problems","2023-12-18","2024-01-10","24 days",3,"FC Barcelona",21,"Midfield - Central Midfield"
"Pedri","https://www.transfermarkt.com/pedri/profil/spieler/683840","23/24","Hamstring injury","2023-08-24","2023-11-03","72 days",16,"FC Barcelona, Spain",20,"Midfield - Central Midfield"
"Pedri","https://www.transfermarkt.com/pedri/profil/spieler/683840","22/23","Hamstring injury","2023-05-15","2023-06-30","47 days",6,"FC Barcelona, Spain",20,"Midfield - Central Midfield"
"Pedri","https://www.transfermarkt.com/pedri/profil/spieler/683840","22/23","Muscle injury","2023-02-17","2023-04-22","65 days",13,"FC Barcelona, Spain",20,"Midfield - Central Midfield"
"Pedri","https://www.transfermarkt.com/pedri/profil/spieler/683840","21/22","Hamstring injury","2022-04-14","2022-06-30","78 days",13,"FC Barcelona, Spain",19,"Midfield - Central Midfield"
"Pedri","https://www.transfermarkt.com/pedri/profil/spieler/683840","21/22","Corona virus","2022-01-03","2022-01-10","8 days",2,"FC Barcelona",19,"Midfield - Central Midfield"
"Pedri","https://www.transfermarkt.com/pedri/profil/spieler/683840","21/22","Hamstring injury","2021-09-30","2022-01-10","103 days",23,"FC Barcelona, Spain",18,"Midfield - Central Midfield"
"Pedri","https://www.transfermarkt.com/pedri/profil/spieler/683840","21/22","Hamstring injury","2021-09-16","2021-09-27","12 days",3,"FC Barcelona",18,"Midfield - Central Midfield"
"Gavi","https://www.transfermarkt.com/gavi/profil/spieler/646740","24/25","concussion","2025-02-03","2025-02-08","6 days",1,"FC Barcelona",20,"Midfield - Central Midfield"
"Gavi","https://www.transfermarkt.com/gavi/profil/spieler/646740","24/25","Fitness","2024-10-01","2024-10-19","19 days",2,"FC Barcelona",20,"Midfield - Central Midfield"
"Gavi","https://www.transfermarkt.com/gavi/profil/spieler/646740","23/24","Cruciate ligament tear","2023-11-20","2024-09-30","316 days",45,"FC Barcelona",19,"Midfield - Central Midfield"
"Gavi","https://www.transfermarkt.com/gavi/profil/spieler/646740","21/22","Corona virus","2021-12-29","2022-01-07","10 days",2,"FC Barcelona",17,"Midfield - Central Midfield"
"Gavi","https://www.transfermarkt.com/gavi/profil/spieler/646740","21/22","Broken jaw","2021-08-05","2021-08-14","10 days",0,NA,16,"Midfield - Central Midfield"
"Gavi","https://www.transfermarkt.com/gavi/profil/spieler/646740","20/21","Knee injury","2021-03-15","2021-04-10","27 days",3,"Spain",16,"Midfield - Central Midfield"
"Fermín López","https://www.transfermarkt.com/fermin-lopez/profil/spieler/636703","24/25","Muscle injury","2024-09-17","2024-10-16","30 days",6,"FC Barcelona",21,"Midfield - Attacking Midfield"
"Fermín López","https://www.transfermarkt.com/fermin-lopez/profil/spieler/636703","24/25","Muscle injury","2024-09-02","2024-09-16","15 days",1,"FC Barcelona",21,"Midfield - Attacking Midfield"
"Clément Lenglet","https://www.transfermarkt.com/clement-lenglet/profil/spieler/182904","24/25","sprain","2024-10-20","2024-11-01","13 days",4,"Atlético de Madrid",29,"Defender - Centre-Back"
"Clément Lenglet","https://www.transfermarkt.com/clement-lenglet/profil/spieler/182904","22/23","Adductor injury","2022-08-10","2022-08-18","9 days",1,"Tottenham Hotspur",27,"Defender - Centre-Back"
"Clément Lenglet","https://www.transfermarkt.com/clement-lenglet/profil/spieler/182904","21/22","Hamstring injury","2022-02-03","2022-02-26","24 days",5,"FC Barcelona",26,"Defender - Centre-Back"
"Clément Lenglet","https://www.transfermarkt.com/clement-lenglet/profil/spieler/182904","21/22","stomach problems","2022-01-04","2022-01-07","4 days",1,"FC Barcelona",26,"Defender - Centre-Back"
"Clément Lenglet","https://www.transfermarkt.com/clement-lenglet/profil/spieler/182904","21/22","Corona virus","2021-12-27","2022-01-01","6 days",0,NA,26,"Defender - Centre-Back"
"Clément Lenglet","https://www.transfermarkt.com/clement-lenglet/profil/spieler/182904","21/22","Patellar tendon problems","2021-08-07","2021-08-14","8 days",0,NA,26,"Defender - Centre-Back"
"Clément Lenglet","https://www.transfermarkt.com/clement-lenglet/profil/spieler/182904","19/20","muscular problems","2019-11-22","2019-11-26","5 days",1,"FC Barcelona",24,"Defender - Centre-Back"
"Clément Lenglet","https://www.transfermarkt.com/clement-lenglet/profil/spieler/182904","16/17","Knock","2017-02-23","2017-03-01","7 days",1,"Sevilla FC",21,"Defender - Centre-Back"
"Nahuel Molina","https://www.transfermarkt.com/nahuel-molina/profil/spieler/424042","24/25","Muscle injury","2024-11-18","2024-12-06","19 days",4,"Atlético de Madrid",26,"Defender - Right-Back"
"Nahuel Molina","https://www.transfermarkt.com/nahuel-molina/profil/spieler/424042","23/24","Muscle injury","2024-05-05","2024-06-11","38 days",5,"Atlético de Madrid, Argentina",26,"Defender - Right-Back"
"Nahuel Molina","https://www.transfermarkt.com/nahuel-molina/profil/spieler/424042","23/24","Muscle injury","2023-07-24","2023-08-18","26 days",1,"Atlético de Madrid",25,"Defender - Right-Back"
"Nahuel Molina","https://www.transfermarkt.com/nahuel-molina/profil/spieler/424042","21/22","unknown injury","2022-01-14","2022-01-22","9 days",3,"Udinese Calcio",23,"Defender - Right-Back"
"Nahuel Molina","https://www.transfermarkt.com/nahuel-molina/profil/spieler/424042","20/21","unknown injury","2020-10-18","2020-10-21","4 days",1,"Udinese Calcio",22,"Defender - Right-Back"
"Nahuel Molina","https://www.transfermarkt.com/nahuel-molina/profil/spieler/424042","18/19","Hip injury","2018-12-27","2019-01-29","34 days",0,NA,20,"Defender - Right-Back"
"Nahuel Molina","https://www.transfermarkt.com/nahuel-molina/profil/spieler/424042","18/19","Fitness","2018-09-24","2018-10-18","25 days",6,"Defensa y Justicia, Argentina",20,"Defender - Right-Back"
"Thibaut Courtois","https://www.transfermarkt.com/thibaut-courtois/profil/spieler/108390","24/25","Back injury","2025-06-01",NA,"9 days",0,NA,33,"Goalkeeper"
"Thibaut Courtois","https://www.transfermarkt.com/thibaut-courtois/profil/spieler/108390","24/25","Muscle injury","2025-03-19","2025-04-04","17 days",4,"Real Madrid, Belgium",32,"Goalkeeper"
"Thibaut Courtois","https://www.transfermarkt.com/thibaut-courtois/profil/spieler/108390","24/25","Achilles tendon problems","2024-10-23","2024-11-23","32 days",5,"Real Madrid, Belgium",32,"Goalkeeper"
"Thibaut Courtois","https://www.transfermarkt.com/thibaut-courtois/profil/spieler/108390","24/25","Adductor tear","2024-09-30","2024-10-18","19 days",4,"Real Madrid, Belgium",32,"Goalkeeper"
"Thibaut Courtois","https://www.transfermarkt.com/thibaut-courtois/profil/spieler/108390","23/24","Meniscus tear","2024-04-01","2024-04-28","28 days",5,"Real Madrid",31,"Goalkeeper"
"Thibaut Courtois","https://www.transfermarkt.com/thibaut-courtois/profil/spieler/108390","23/24","Cruciate ligament tear","2023-08-10","2024-03-31","235 days",50,"Real Madrid, Belgium",31,"Goalkeeper"
"Thibaut Courtois","https://www.transfermarkt.com/thibaut-courtois/profil/spieler/108390","22/23","Adductor pain","2023-03-26","2023-03-30","5 days",1,"Belgium",30,"Goalkeeper"
"Thibaut Courtois","https://www.transfermarkt.com/thibaut-courtois/profil/spieler/108390","22/23","Hamstring injury","2023-02-06","2023-02-17","12 days",3,"Real Madrid",30,"Goalkeeper"
"Thibaut Courtois","https://www.transfermarkt.com/thibaut-courtois/profil/spieler/108390","22/23","Sciatica problems","2022-09-29","2022-10-17","19 days",5,"Real Madrid",30,"Goalkeeper"
"Thibaut Courtois","https://www.transfermarkt.com/thibaut-courtois/profil/spieler/108390","21/22","Inflammation of pubic bone","2022-05-30","2022-06-30","32 days",4,"Belgium",30,"Goalkeeper"
"Thibaut Courtois","https://www.transfermarkt.com/thibaut-courtois/profil/spieler/108390","21/22","Corona virus","2021-12-30","2022-01-03","5 days",1,"Real Madrid",29,"Goalkeeper"
"Thibaut Courtois","https://www.transfermarkt.com/thibaut-courtois/profil/spieler/108390","20/21","Achilles tendon problems","2020-10-05","2020-10-15","11 days",3,"Belgium",28,"Goalkeeper"
"Thibaut Courtois","https://www.transfermarkt.com/thibaut-courtois/profil/spieler/108390","19/20","Muscle injury","2020-03-09","2020-03-26","18 days",0,NA,27,"Goalkeeper"
"Thibaut Courtois","https://www.transfermarkt.com/thibaut-courtois/profil/spieler/108390","19/20","stomach problems","2019-10-03","2019-10-07","5 days",1,"Real Madrid",27,"Goalkeeper"
"Thibaut Courtois","https://www.transfermarkt.com/thibaut-courtois/profil/spieler/108390","19/20","Bone sprain","2019-07-29","2019-08-05","8 days",0,NA,27,"Goalkeeper"
"Thibaut Courtois","https://www.transfermarkt.com/thibaut-courtois/profil/spieler/108390","18/19","minor knock","2019-03-28","2019-03-28","1 days",0,NA,26,"Goalkeeper"
"Thibaut Courtois","https://www.transfermarkt.com/thibaut-courtois/profil/spieler/108390","18/19","Hamstring injury","2019-03-25","2019-04-22","29 days",5,"Real Madrid",26,"Goalkeeper"
"Thibaut Courtois","https://www.transfermarkt.com/thibaut-courtois/profil/spieler/108390","18/19","Hip problems","2019-01-07","2019-01-17","11 days",3,"Real Madrid",26,"Goalkeeper"
"Thibaut Courtois","https://www.transfermarkt.com/thibaut-courtois/profil/spieler/108390","17/18","muscular problems","2018-03-15","2018-04-05","22 days",3,"Chelsea FC, Belgium",25,"Goalkeeper"
"Thibaut Courtois","https://www.transfermarkt.com/thibaut-courtois/profil/spieler/108390","17/18","Ankle problems","2018-01-18","2018-01-29","12 days",3,"Chelsea FC",25,"Goalkeeper"
"Thibaut Courtois","https://www.transfermarkt.com/thibaut-courtois/profil/spieler/108390","16/17","Ankle injury","2017-04-13","2017-04-20","8 days",1,"Chelsea FC",24,"Goalkeeper"
"Thibaut Courtois","https://www.transfermarkt.com/thibaut-courtois/profil/spieler/108390","15/16","Meniscus tear","2015-09-10","2015-12-03","85 days",20,"Chelsea FC, Belgium",23,"Goalkeeper"
"Andriy Lunin","https://www.transfermarkt.com/andriy-lunin/profil/spieler/404839","24/25","Hand injury","2025-05-14","2025-05-17","4 days",1,"Real Madrid",26,"Goalkeeper"
"Andriy Lunin","https://www.transfermarkt.com/andriy-lunin/profil/spieler/404839","24/25","Muscle injury","2025-04-06","2025-04-17","12 days",3,"Real Madrid",26,"Goalkeeper"
"Andriy Lunin","https://www.transfermarkt.com/andriy-lunin/profil/spieler/404839","24/25","infection","2024-10-06","2024-10-16","11 days",0,NA,25,"Goalkeeper"
"Andriy Lunin","https://www.transfermarkt.com/andriy-lunin/profil/spieler/404839","23/24","Back problems","2023-10-08","2023-10-18","11 days",0,NA,24,"Goalkeeper"
"Andriy Lunin","https://www.transfermarkt.com/andriy-lunin/profil/spieler/404839","21/22","inflammation","2022-02-25","2022-03-01","5 days",1,"Real Madrid",23,"Goalkeeper"
"Andriy Lunin","https://www.transfermarkt.com/andriy-lunin/profil/spieler/404839","21/22","Corona virus","2021-12-16","2021-12-24","9 days",2,"Real Madrid",22,"Goalkeeper"
"Andriy Lunin","https://www.transfermarkt.com/andriy-lunin/profil/spieler/404839","21/22","Corona virus","2021-08-25","2021-09-06","13 days",1,"Real Madrid",22,"Goalkeeper"
"Andriy Lunin","https://www.transfermarkt.com/andriy-lunin/profil/spieler/404839","20/21","Corona virus","2020-10-05","2020-10-09","5 days",0,NA,21,"Goalkeeper"
"Dean Huijsen","https://www.transfermarkt.com/dean-huijsen/profil/spieler/890290","23/24","Adductor pain","2024-01-23","2024-01-28","6 days",0,NA,18,"Defender - Centre-Back"
"Dean Huijsen","https://www.transfermarkt.com/dean-huijsen/profil/spieler/890290","22/23","Foot bruise","2023-03-10","2023-03-14","5 days",1,"Juventus Next Gen",17,"Defender - Centre-Back"
"Dean Huijsen","https://www.transfermarkt.com/dean-huijsen/profil/spieler/890290","21/22","Knock","2021-10-09","2021-10-18","10 days",7,"Juventus Under 17, Spain",16,"Defender - Centre-Back"
"Éder Militão","https://www.transfermarkt.com/eder-militao/profil/spieler/401530","24/25","Cruciate ligament tear","2024-11-09","2025-08-01","266 days",49,"Real Madrid",26,"Defender - Centre-Back"
"Éder Militão","https://www.transfermarkt.com/eder-militao/profil/spieler/401530","24/25","Muscle injury","2024-10-08","2024-10-18","11 days",0,NA,26,"Defender - Centre-Back"
"Éder Militão","https://www.transfermarkt.com/eder-militao/profil/spieler/401530","24/25","muscular problems","2024-09-06","2024-09-13","8 days",0,NA,26,"Defender - Centre-Back"
"Éder Militão","https://www.transfermarkt.com/eder-militao/profil/spieler/401530","23/24","Fitness","2024-03-13","2024-03-30","18 days",3,"Real Madrid, Brazil",26,"Defender - Centre-Back"
"Éder Militão","https://www.transfermarkt.com/eder-militao/profil/spieler/401530","23/24","Cruciate ligament tear","2023-08-13","2024-03-13","214 days",45,"Real Madrid, Brazil",25,"Defender - Centre-Back"
"Éder Militão","https://www.transfermarkt.com/eder-militao/profil/spieler/401530","22/23","Muscle injury","2023-02-03","2023-02-09","7 days",2,"Real Madrid",25,"Defender - Centre-Back"
"Éder Militão","https://www.transfermarkt.com/eder-militao/profil/spieler/401530","22/23","Hamstring injury","2022-09-06","2022-09-16","11 days",3,"Real Madrid",24,"Defender - Centre-Back"
"Éder Militão","https://www.transfermarkt.com/eder-militao/profil/spieler/401530","21/22","flu","2022-03-14","2022-03-18","5 days",1,"Real Madrid",24,"Defender - Centre-Back"
